cui|string|lex
C1286382|feature of homelessness (observable entity)|UMLS-HOMELESS
C1287167|temporary shelter arrangements - finding|UMLS-HOMELESS
C1287167|finding of temporary shelter arrangements|UMLS-HOMELESS
C1287167|finding of temporary shelter arrangements (finding)|UMLS-HOMELESS
C1394678|problem; homelessness|UMLS-HOMELESS
C1394678|homelessness; problem|UMLS-HOMELESS
C1456561|homeless health concerns|UMLS-HOMELESS
C1956419|illegal migrant|UMLS-HOMELESS
C1956419|illegal migrant (finding)|UMLS-HOMELESS
C2058354|accident caused by fire in homeless makeshift shelter|UMLS-HOMELESS
C2058354|accident caused by fire in homeless makeshift shelter (history)|UMLS-HOMELESS
C2058354|accident caused by fire in a homeless makeshift shelter|UMLS-HOMELESS
C2075806|clinical social work counseling for homelessness|UMLS-HOMELESS
C2075806|clinical social work: counseling for homelessness|UMLS-HOMELESS
C2075806|clinical social work counseling for homelessness (treatment)|UMLS-HOMELESS
C2108006|contact with homeless persons|UMLS-HOMELESS
C2108006|contact with homeless persons (history)|UMLS-HOMELESS
C2184138|living in homeless shelter|UMLS-HOMELESS
C2184138|lives in homeless shelter|UMLS-HOMELESS
C2184138|living in homeless shelter (history)|UMLS-HOMELESS
C2584333|housing service|UMLS-HOMELESS
C2584333|housing services|UMLS-HOMELESS
C2711299|length of time homeless|UMLS-HOMELESS
C2711299|length of time homeless (observable entity)|UMLS-HOMELESS
C2911663|encounter due to homelessness|UMLS-HOMELESS
C3242561|community shelter|UMLS-HOMELESS
C3640846|current or recent employee or volunteer in homeless shelter|UMLS-HOMELESS
C3825117|older homeless persons|UMLS-HOMELESS
C3839329|under care of homeless advocacy service|UMLS-HOMELESS
C3839329|under care of homeless advocacy service (finding)|UMLS-HOMELESS
C4698449|patient is homeless|UMLS-HOMELESS
C4699949|i'm homeless or threatened with eviction|UMLS-HOMELESS
nia|UMLS-SUICIDE
C0023105|schizophrenia, latent|UMLS-SUICIDE
C0023105|latent schizophrenia|UMLS-SUICIDE
C0023105|schizophrenia; latent|UMLS-SUICIDE
C0023105|latent schizophrenias|UMLS-SUICIDE
C0023105|schizophrenias, latent|UMLS-SUICIDE
C0023105|latent schizophrenia nos|UMLS-SUICIDE
C0023105|schizophrenia, latent type|UMLS-SUICIDE
C0023105|schizophrenic; reaction, latent|UMLS-SUICIDE
C0023105|latent schizophrenic reaction|UMLS-SUICIDE
C0023105|reaction; schizophrenic, latent|UMLS-SUICIDE
C0023105|[x]latent schizophrenic reaction|UMLS-SUICIDE
C0023105|latent schizo.- unspecified|UMLS-SUICIDE
C0023105|latent schizophrenia, unspecified state|UMLS-SUICIDE
C0023105|latent schizophrenia, unspecified|UMLS-SUICIDE
C0023105|unspecified latent schizophrenia|UMLS-SUICIDE
C0023105|latent schizophrenia (disorder)|UMLS-SUICIDE
C0023105|latent schizophrenia nos (disorder)|UMLS-SUICIDE
C0023105|unspecified latent schizophrenia (disorder)|UMLS-SUICIDE
C0023105|[x]latent schizophrenia|UMLS-SUICIDE
C0023105|latent; schizophrenic|UMLS-SUICIDE
C0023105|latent schizophren-unsp|UMLS-SUICIDE
C0023105|latent schizophrenia (diagnosis)|UMLS-SUICIDE
C0036343|borderline schizophrenia|UMLS-SUICIDE
C0036343|schizophrenia, borderline|UMLS-SUICIDE
C0036343|schizophrenia borderline|UMLS-SUICIDE
C0036343|schizophrenia; borderline|UMLS-SUICIDE
C0036343|borderline schizophrenias|UMLS-SUICIDE
C0036343|schizophrenias, borderline|UMLS-SUICIDE
C0036343|borderline schizophrenia (diagnosis)|UMLS-SUICIDE
C0036343|borderline schizophrenia (disorder)|UMLS-SUICIDE
C0036343|[x]borderline schizophrenia|UMLS-SUICIDE
C0036343|borderline; schizophrenic|UMLS-SUICIDE
C0036363|schizotypal personality disorder|UMLS-SUICIDE
C0036363|disorder personality schizotypal|UMLS-SUICIDE
C0036363|personality disorder; schizotypal|UMLS-SUICIDE
C0036363|schizotypal; personality disorder|UMLS-SUICIDE
C0036363|disorders, schizotypal personality|UMLS-SUICIDE
C0036363|personality disorders, schizotypal|UMLS-SUICIDE
C0036363|schizotypal personality disorders|UMLS-SUICIDE
C0036363|disorders personality schizotypal|UMLS-SUICIDE
C0036363|personality disorder, schizotypal|UMLS-SUICIDE
C0036363|disorder, schizotypal personality|UMLS-SUICIDE
C0036363|schizotypal personality|UMLS-SUICIDE
C0036363|schizoptypal disorder|UMLS-SUICIDE
C0036363|schizotypical personality disorder|UMLS-SUICIDE
C0036363|schizotypal personality disord|UMLS-SUICIDE
C0036363|schizotypal personality disorder (disorder)|UMLS-SUICIDE
C0036363|personality dis schizotypal|UMLS-SUICIDE
C0036363|schizotypal personality dis|UMLS-SUICIDE
C0036363|schizotypal person dis|UMLS-SUICIDE
C0036363|schizotypal personality disorder (diagnosis)|UMLS-SUICIDE
C0037421|social isolation|UMLS-SUICIDE
C0037421|isolation, social|UMLS-SUICIDE
C0037421|isolation (social)|UMLS-SUICIDE
C0037421|isolation social|UMLS-SUICIDE
C0037421|isolation;social|UMLS-SUICIDE
C0037421|isolation; social|UMLS-SUICIDE
C0037421|social; isolation|UMLS-SUICIDE
C0037421|isolations, social|UMLS-SUICIDE
C0037421|social isolations|UMLS-SUICIDE
C0037421|family; isolation|UMLS-SUICIDE
C0037421|family isolation|UMLS-SUICIDE
C0037421|isolation; family|UMLS-SUICIDE
C0037421|social isolation (finding)|UMLS-SUICIDE
C0037421|social isolation -retired-|UMLS-SUICIDE
C0037421|isol social|UMLS-SUICIDE
C0037421|social isol|UMLS-SUICIDE
C0037421|social isolation (symptom)|UMLS-SUICIDE
C0037421|rndx social isolation (diagnosis)|UMLS-SUICIDE
C0037421|rndx social isolation|UMLS-SUICIDE
C0154369|latent schizophrenia in remission|UMLS-SUICIDE
C0154369|latent schizophrenia, in remission|UMLS-SUICIDE
C0154369|latent schizo.- in remission|UMLS-SUICIDE
C0154369|latent schizophrenia in remission (disorder)|UMLS-SUICIDE
C0154369|lat schizophren-remiss|UMLS-SUICIDE
C0154369|latent schizophrenia in remission (diagnosis)|UMLS-SUICIDE
C0206073|domestic violence|UMLS-SUICIDE
C0206073|violence, domestic|UMLS-SUICIDE
C0206073|domestic violence (finding)|UMLS-SUICIDE
C0206073|domestic violence (event)|UMLS-SUICIDE
C0231412|social isolation (rejection)|UMLS-SUICIDE
C0231412|social isolation (rejection) (finding)|UMLS-SUICIDE
C0237616|unconscious fantasy|UMLS-SUICIDE
C0237616|unconscious phantasy|UMLS-SUICIDE
C0237616|defense mechanism fantasy|UMLS-SUICIDE
C0237616|fantasy (defense mechanism)|UMLS-SUICIDE
C0237616|unconscious fantasy (finding)|UMLS-SUICIDE
C0237827|social rejection|UMLS-SUICIDE
C0237827|social rejections|UMLS-SUICIDE
C0237827|rejection (social)|UMLS-SUICIDE
C0237827|rejection, social|UMLS-SUICIDE
C0237827|social exclusion|UMLS-SUICIDE
C0237827|exclusion; social|UMLS-SUICIDE
C0237827|social; exclusion|UMLS-SUICIDE
C0237827|social exclusion (finding)|UMLS-SUICIDE
C0338810|subchronic latent schizophrenia|UMLS-SUICIDE
C0338810|latent schizophrenia, subchronic|UMLS-SUICIDE
C0338810|latent subchronic schizophrenia|UMLS-SUICIDE
C0338810|latent schizophrenia, subchronic state|UMLS-SUICIDE
C0338810|latent schizo.- subchronic|UMLS-SUICIDE
C0338810|subchronic latent schizophrenia (disorder)|UMLS-SUICIDE
C0338810|lat schizophren-subchr|UMLS-SUICIDE
C0338810|latent subchronic schizophrenia (diagnosis)|UMLS-SUICIDE
C0338811|chronic latent schizophrenia|UMLS-SUICIDE
C0338811|latent schizophrenia, chronic|UMLS-SUICIDE
C0338811|latent chronic schizophrenia|UMLS-SUICIDE
C0338811|latent schizophrenia, chronic state|UMLS-SUICIDE
C0338811|chronic latent schizophrenia (disorder)|UMLS-SUICIDE
C0338811|latent schizophren-chr|UMLS-SUICIDE
C0338811|chronic latent schizophrenia (diagnosis)|UMLS-SUICIDE
C0338812|acute exacerbation of subchronic latent schizophrenia|UMLS-SUICIDE
C0338812|latent schizophrenia, subchronic with acute exacerbation|UMLS-SUICIDE
C0338812|latent subchronic schizophrenia with acute exacerbation|UMLS-SUICIDE
C0338812|latent schizophrenia, subchronic state with acute exacerbation|UMLS-SUICIDE
C0338812|latent schizo.-subchr.+ac.exac|UMLS-SUICIDE
C0338812|acute exacerbation of subchronic latent schizophrenia (disorder)|UMLS-SUICIDE
C0338812|lat schizo-subchr/exacer|UMLS-SUICIDE
C0338812|latent subchronic schizophrenia with acute exacerbation (diagnosis)|UMLS-SUICIDE
C0338812|late onset of subchronic schizophrenia with acute exacerbation (diagnosis)|UMLS-SUICIDE
C0338812|late onset of subchronic schizophrenia with acute exacerbation|UMLS-SUICIDE
C0338813|acute exacerbation of chronic latent schizophrenia|UMLS-SUICIDE
C0338813|latent schizophrenia, chronic with acute exacerbation|UMLS-SUICIDE
C0338813|latent chronic schizophrenia with acute exacerbation|UMLS-SUICIDE
C0338813|latent schizophrenia, chronic state with acute exacerbation|UMLS-SUICIDE
C0338813|latent schizo.-chr.+acute exac|UMLS-SUICIDE
C0338813|acute exacerbation of chronic latent schizophrenia (disorder)|UMLS-SUICIDE
C0338813|latent schizo-chr/exacer|UMLS-SUICIDE
C0338813|latent schizophrenia with acute exacerbation (diagnosis)|UMLS-SUICIDE
C0338813|chronic late onset of schizophrenia with acute exacerbation (diagnosis)|UMLS-SUICIDE
C0338813|chronic late onset of schizophrenia with acute exacerbation|UMLS-SUICIDE
C0338813|latent schizophrenia with acute exacerbation|UMLS-SUICIDE
C0424095|social withdrawal|UMLS-SUICIDE
C0424095|withdrawal;social|UMLS-SUICIDE
C0424095|withdrawal from social contacts|UMLS-SUICIDE
C0424095|withdrawn from social contacts|UMLS-SUICIDE
C0424095|social withdrawal (finding)|UMLS-SUICIDE
C0424095|loss of interest in or fear of meeting people|UMLS-SUICIDE
C0424095|loss of interest in or fear of meeting people (symptom)|UMLS-SUICIDE
C0511685|identify level of social isolation present in family situation|UMLS-SUICIDE
C0515306|reduce social isolation, as appropriate|UMLS-SUICIDE
C0547478|follow protocol for patient with social isolation.|UMLS-SUICIDE
C0548864|social isolation caused by infection control precautions|UMLS-SUICIDE
C0548865|social isolation caused by stigma|UMLS-SUICIDE
C0677638|social deprivation|UMLS-SUICIDE
C0677638|social; deprivation|UMLS-SUICIDE
C0677638|deprivation social|UMLS-SUICIDE
C0677638|deprivation; social|UMLS-SUICIDE
C0812000|screen for risk factors associated with domestic abuse (e.g., history of domestic violence, abuse, rejection, excessive criticism, or feelings of being worthless and unloved; difficulty trusting others or feeling disliked by others; feeling that asking for help is an indication of personal incompetence; high physical care needs; intense family care responsibilities; substance abuse; depression; major psychiatric illness; social isolation; poor relationships between domestic partners; multiple marriages; pregnancy; poverty; unemployment; financial dependence; homelessness; infidelity; divorce; or death of a loved one)|UMLS-SUICIDE
C0920639|psychosocial isolation|UMLS-SUICIDE
C0943850|social isolation:find:pt:^patient:ord:observed.ccc|UMLS-SUICIDE
C0943850|social isolation:finding:point in time:^patient:ordinal:observed.ccc|UMLS-SUICIDE
C0943850|social isolation [ccc]|UMLS-SUICIDE
C1256008|assessment of patient status related to social isolation|UMLS-SUICIDE
C1760167|social outcast|UMLS-SUICIDE
C1760167|social outcast (finding)|UMLS-SUICIDE
C1821127|sense of social isolation|UMLS-SUICIDE
C2585179|at risk for social isolation|UMLS-SUICIDE
C2585179|at risk for social isolation (finding)|UMLS-SUICIDE
C3165849|phenx - social isolation protocol|UMLS-SUICIDE
C3165849|phenx - social isolation protocol 181001|UMLS-SUICIDE
C3166137|phenx measure - social isolation|UMLS-SUICIDE
C3169426|phenx measure - social isolation:-:point in time:^patient:-:phenx|UMLS-SUICIDE
C3169426|phenx measure - social isolation:-:pt:^patient:-:phenx|UMLS-SUICIDE
C3169426|deprecated phenx measure - social isolation|UMLS-SUICIDE
C3169427|phenx - social isolation protocol:-:point in time:^patient:-:phenx|UMLS-SUICIDE
C3169427|social isolation proto|UMLS-SUICIDE
C3169427|phenx - social isolation protocol 181001:-:point in time:^patient:-:phenx|UMLS-SUICIDE
C3169427|phenx - social isolation protocol 181001:-:pt:^patient:-:phenx|UMLS-SUICIDE
C3271354|response to isolation stress|UMLS-SUICIDE
C3271354|response to social isolation|UMLS-SUICIDE
C3271355|cellular response to isolation stress|UMLS-SUICIDE
C3271355|cellular response to social isolation|UMLS-SUICIDE
C3639694|pdqualif - social isolation|UMLS-SUICIDE
C3658239|type d personality|UMLS-SUICIDE
C3658239|personalities, type d|UMLS-SUICIDE
C3658239|personality type ds|UMLS-SUICIDE
C3658239|type d personalities|UMLS-SUICIDE
C3658239|type d, personality|UMLS-SUICIDE
C3658239|d personality, type|UMLS-SUICIDE
C3658239|personality type d|UMLS-SUICIDE
C3658239|personality, type d|UMLS-SUICIDE
C4018881|promis short form - social isolation 8a - version 2.0 raw score:score:pt:^patient:qn:promis|UMLS-SUICIDE
C4018881|promis short form - social isolation 8a - version 2.0 raw score|UMLS-SUICIDE
C4018881|promis short form - social isolation 8a - version 2.0 raw score:score:point in time:^patient:quantitative:promis|UMLS-SUICIDE
C4018882|promis short form - social isolation 8a - version 2.0:-:pt:^patient:-:promis|UMLS-SUICIDE
C4018882|promis short form - social isolation 8a - version 2.0:-:point in time:^patient:-:promis|UMLS-SUICIDE
C4018882|promis short form - social isolation 8a - version 2.0|UMLS-SUICIDE
C4019199|promis short form - social isolation 6a - version 2.0 raw score|UMLS-SUICIDE
C4019200|promis short form - social isolation 6a - version 2.0 raw score:score:pt:^patient:qn:promis|UMLS-SUICIDE
C4019200|promis short form - social isolation 6a - version 2.0 raw score:score:point in time:^patient:quantitative:promis|UMLS-SUICIDE
C4019238|promis short form - social isolation 4a - version 2.0|UMLS-SUICIDE
C4019239|promis short form - social isolation 4a - version 2.0:-:pt:^patient:-:promis|UMLS-SUICIDE
C4019239|promis short form - social isolation 4a - version 2.0:-:point in time:^patient:-:promis|UMLS-SUICIDE
C4019342|promis item bank - social isolation - version 2.0|UMLS-SUICIDE
C4019343|promis item bank - social isolation - version 2.0:-:pt:^patient:-:promis|UMLS-SUICIDE
C4019343|promis item bank - social isolation - version 2.0:-:point in time:^patient:-:promis|UMLS-SUICIDE
C4019384|promis short form - social isolation 4a - version 2.0 raw score|UMLS-SUICIDE
C4019385|promis short form - social isolation 4a - version 2.0 raw score:score:pt:^patient:qn:promis|UMLS-SUICIDE
C4019385|promis short form - social isolation 4a - version 2.0 raw score:score:point in time:^patient:quantitative:promis|UMLS-SUICIDE
C4019389|promis short form - social isolation 6a - version 2.0|UMLS-SUICIDE
C4019390|promis short form - social isolation 6a - version 2.0:-:pt:^patient:-:promis|UMLS-SUICIDE
C4019390|promis short form - social isolation 6a - version 2.0:-:point in time:^patient:-:promis|UMLS-SUICIDE
C4034256|promis social isolation - version 2.0 t-score|UMLS-SUICIDE
C4034974|social isolation score|UMLS-SUICIDE
C4036603|promis social isolation - version 2.0 t-score:tscore:pt:^patient:qn:promis|UMLS-SUICIDE
C4036603|promis social isolation - version 2.0 tscore|UMLS-SUICIDE
C4036603|promis social isolation - version 2.0 t-score:t score:point in time:^patient:quantitative:promis|UMLS-SUICIDE
C4037741|social isolation score:score:pt:^patient:qn:nhanes|UMLS-SUICIDE
C4037741|social isolation score:score:point in time:^patient:quantitative:nhanes|UMLS-SUICIDE
C4037741|social isolation score [nhanes]|UMLS-SUICIDE
C4296935|restricted participation with some degree of social isolation|UMLS-SUICIDE
C4508983|decreased social isolation|UMLS-SUICIDE
C4508983|decreased social isolation (finding)|UMLS-SUICIDE
C4509000|risk for social isolation|UMLS-SUICIDE
C4544572|social isolation in parenthood|UMLS-SUICIDE
C4544572|social isolation in parenthood (finding)|UMLS-SUICIDE
C4709994|determine whether a change in body image has contributed to increased social isolation|UMLS-SUICIDE
C0000865|child abuse nec|UMLS-SUICIDE
C0000865|child abuse nec (finding)|UMLS-SUICIDE
C0000865|child abuse nec (event)|UMLS-SUICIDE
C0002845|androgens, synthetic|UMLS-SUICIDE
C0002845|synthetic androgens|UMLS-SUICIDE
C0002845|anabolic steroids|UMLS-SUICIDE
C0002845|anabolic steroid|UMLS-SUICIDE
C0002845|anabolic steroid, nos|UMLS-SUICIDE
C0002845|anabolics steroids|UMLS-SUICIDE
C0002845|steroids, anabolic|UMLS-SUICIDE
C0002845|androgen analogues|UMLS-SUICIDE
C0002845|analogs, androgen|UMLS-SUICIDE
C0002845|androgen analogs|UMLS-SUICIDE
C0002845|androgen analog|UMLS-SUICIDE
C0002845|analogues, androgen|UMLS-SUICIDE
C0002845|anabolics|UMLS-SUICIDE
C0002845|anabolic|UMLS-SUICIDE
C0002845|product containing anabolic steroid (product)|UMLS-SUICIDE
C0002845|anabolic steroid product|UMLS-SUICIDE
C0002845|anabolic steroid-containing product|UMLS-SUICIDE
C0002845|product containing anabolic steroid|UMLS-SUICIDE
C0002845|anabolic steroid preparation (product)|UMLS-SUICIDE
C0002845|anabolic steroid preparation|UMLS-SUICIDE
C0002845|anabolic steroid preparation (substance)|UMLS-SUICIDE
C0002845|anabolic steroid (substance)|UMLS-SUICIDE
C0002845|anabolic-androgenic steroids|UMLS-SUICIDE
C0002845|anabolic - androgenic steroids|UMLS-SUICIDE
C0002845|androgens syn|UMLS-SUICIDE
C0002845|syn androgens|UMLS-SUICIDE
C0002845|anabolics (medication)|UMLS-SUICIDE
C0002845|anabolic steroid drug|UMLS-SUICIDE
C0005586|bipolar disorder|UMLS-SUICIDE
C0005586|disorder;bipolar|UMLS-SUICIDE
C0005586|disorder; bipolar|UMLS-SUICIDE
C0005586|bipolar; disorder|UMLS-SUICIDE
C0005586|bipolar disorder nos|UMLS-SUICIDE
C0005586|bipolar disorders|UMLS-SUICIDE
C0005586|bipolar disorder, nos|UMLS-SUICIDE
C0005586|disorder, bipolar|UMLS-SUICIDE
C0005586|affective psychosis, bipolar|UMLS-SUICIDE
C0005586|bipolar affective psychosis|UMLS-SUICIDE
C0005586|psychoses, bipolar affective|UMLS-SUICIDE
C0005586|psychosis, bipolar affective|UMLS-SUICIDE
C0005586|bipolar affective disorder|UMLS-SUICIDE
C0005586|affective bipolar disorder|UMLS-SUICIDE
C0005586|bipolar; disorder, affective|UMLS-SUICIDE
C0005586|disorder; bipolar, affective|UMLS-SUICIDE
C0005586|affective bipolar disorders|UMLS-SUICIDE
C0005586|manic depression|UMLS-SUICIDE
C0005586|depression;manic|UMLS-SUICIDE
C0005586|manic-depression|UMLS-SUICIDE
C0005586|manic depressions|UMLS-SUICIDE
C0005586|psychosis, manic-depressive|UMLS-SUICIDE
C0005586|manic-depressive psychosis|UMLS-SUICIDE
C0005586|manic depressive psychosis|UMLS-SUICIDE
C0005586|manic-depressive; psychosis|UMLS-SUICIDE
C0005586|psychosis manic-depressive|UMLS-SUICIDE
C0005586|psychosis;manic depressive|UMLS-SUICIDE
C0005586|psychosis; manic-depressive|UMLS-SUICIDE
C0005586|manic-depressive psychoses|UMLS-SUICIDE
C0005586|psychoses, manic depressive|UMLS-SUICIDE
C0005586|psychoses, manic-depressive|UMLS-SUICIDE
C0005586|psychosis, manic depressive|UMLS-SUICIDE
C0005586|manic-depressive illness|UMLS-SUICIDE
C0005586|manic depressive illness|UMLS-SUICIDE
C0005586|manic depressive|UMLS-SUICIDE
C0005586|reaction manic-depressive|UMLS-SUICIDE
C0005586|manic depressive reaction|UMLS-SUICIDE
C0005586|manic-depressive reaction|UMLS-SUICIDE
C0005586|manic-depressive reaction nos|UMLS-SUICIDE
C0005586|unspec bipolar affect disord|UMLS-SUICIDE
C0005586|bipolar affective disorder, unspecified|UMLS-SUICIDE
C0005586|unspecified bipolar affective disorder|UMLS-SUICIDE
C0005586|unspecified bipolar affective disorder, nos|UMLS-SUICIDE
C0005586|unspecified bipolar affective disorder, unspecified|UMLS-SUICIDE
C0005586|[x]bipolar affective disorder, unspecified|UMLS-SUICIDE
C0005586|unspecif.bipolar affective nos|UMLS-SUICIDE
C0005586|unspecified bipolar affective|UMLS-SUICIDE
C0005586|bipolar affectve dis unsp|UMLS-SUICIDE
C0005586|[x]bipolar affectve dis unsp|UMLS-SUICIDE
